dataset_size,max_depth,min_samples_split,my_tree_accuracy,my_tree_precision,my_tree_recall,my_tree_depth,my_tree_num_nodes,my_tree_training_time,my_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_tree_depth,sklearn_num_nodes,sklearn_training_time,sklearn_memory_usage
1162,4,8,0.693631669535284,0.6226141402266646,0.42834454536531597,4,29,0.0983741283416748,1886.4375,0.7013769363166954,0.6651578821921742,0.7013769363166954,4,31,0.0028159618377685547,1886.4375
2324,4,8,0.6876075731497419,0.42781936332531295,0.34364771393510846,4,29,0.18181300163269043,1886.4375,0.6858864027538726,0.6502130366241591,0.6858864027538726,4,31,0.0049517154693603516,1886.4375
3486,4,8,0.6878944348823867,0.342614602385312,0.35540837980296114,4,31,0.2679738998413086,1886.4375,0.683017785427424,0.6495711186976363,0.683017785427424,4,31,0.0069658756256103516,1886.4375
4648,4,8,0.6787865748709122,0.3402482016840077,0.35317291306587745,4,31,0.35246825218200684,1886.4375,0.6839500860585198,0.6585815863355745,0.6839500860585198,4,31,0.009146928787231445,1886.4375
5810,4,8,0.6876075731497419,0.42794557432776664,0.4129104849579896,4,31,0.4391632080078125,1886.4375,0.6836488812392427,0.633627405842293,0.6836488812392427,4,31,0.010821819305419922,1886.4375
6972,4,8,0.6973608720596672,0.4992427516273443,0.4373607745838059,4,31,0.5268328189849854,1886.4375,0.685025817555938,0.6678441812612385,0.685025817555938,4,31,0.013015031814575195,1886.4375
8134,4,8,0.6887140398328006,0.4570087960976355,0.3923840115315775,4,31,0.6197850704193115,1886.46875,0.6772805507745266,0.6455390055268273,0.6772805507745266,4,31,0.015052080154418945,1886.46875
9296,4,8,0.6864242685025818,0.39897921058693253,0.3390266643191028,4,31,0.7066318988800049,1886.46875,0.6815834767641996,0.6647068868065041,0.6815834767641996,4,31,0.0170290470123291,1886.46875
10458,4,8,0.6848345764008414,0.38754982754897477,0.3477717850030825,4,31,0.794356107711792,1886.46875,0.6813922356091031,0.650438231695862,0.6813922356091031,4,31,0.01884603500366211,1886.46875
11621,4,8,0.6864297392651235,0.38811866727788347,0.3742864994476974,4,31,0.8818597793579102,1886.515625,0.6797177523448928,0.6532886272318366,0.6797177523448928,4,31,0.0205230712890625,1886.515625
1162,4,16,0.693631669535284,0.6226141402266646,0.42834454536531597,4,29,0.09940004348754883,1886.515625,0.6962134251290878,0.6586580743694062,0.6962134251290878,4,27,0.0027441978454589844,1886.515625
